2025-07-07 21:44:12 - train: epoch 1, iter:0, loss: 0.5043, lr: 2.7416707321483177e-05
2025-07-07 21:45:42 - train: epoch 2, iter:200, loss: 0.2673, lr: 2.6770244479320824e-05
2025-07-07 21:45:46 - train: epoch 2, iter:220, loss: 0.2647, lr: 2.6770244479320824e-05
2025-07-07 21:45:52 - val epoch: 2, loss: 0.2839, miou: 0.8090, f1_or_dsc: 0.8944, accuracy: 0.9562, specificity: 0.9793, sensitivity: 0.8709, confusion_matrix: [[13080385, 276849], [466873, 3149717]]
2025-07-07 21:45:52 - train: epoch 3, iter:0, loss: 0.1856, lr: 2.4894136239996084e-05
2025-07-07 21:45:56 - train: epoch 3, iter:20, loss: 0.2560, lr: 2.4894136239996084e-05
2025-07-07 21:46:00 - train: epoch 3, iter:40, loss: 0.2678, lr: 2.4894136239996084e-05
2025-07-07 21:46:04 - train: epoch 3, iter:60, loss: 0.2638, lr: 2.4894136239996084e-05
2025-07-07 21:46:08 - train: epoch 3, iter:80, loss: 0.2621, lr: 2.4894136239996084e-05
2025-07-07 21:46:12 - train: epoch 3, iter:100, loss: 0.2595, lr: 2.4894136239996084e-05
2025-07-07 21:46:16 - train: epoch 3, iter:120, loss: 0.2585, lr: 2.4894136239996084e-05
2025-07-07 21:46:19 - train: epoch 3, iter:140, loss: 0.2632, lr: 2.4894136239996084e-05
2025-07-07 21:46:23 - train: epoch 3, iter:160, loss: 0.2653, lr: 2.4894136239996084e-05
2025-07-07 21:46:26 - train: epoch 3, iter:180, loss: 0.2606, lr: 2.4894136239996084e-05
2025-07-07 21:46:30 - train: epoch 3, iter:200, loss: 0.2598, lr: 2.4894136239996084e-05
2025-07-07 21:46:34 - train: epoch 3, iter:220, loss: 0.2629, lr: 2.4894136239996084e-05
2025-07-07 21:46:39 - val epoch: 3, loss: 0.2831, miou: 0.8090, f1_or_dsc: 0.8944, accuracy: 0.9562, specificity: 0.9794, sensitivity: 0.8707, confusion_matrix: [[13081421, 275813], [467789, 3148801]]
2025-07-07 21:46:44 - train: epoch 1, iter:0, loss: 0.4314, lr: 4.364740806210726e-05
2025-07-07 21:46:44 - train: epoch 1, iter:0, loss: 0.4314, lr: 4.364740806210726e-05
2025-07-07 21:46:48 - train: epoch 1, iter:20, loss: 0.2602, lr: 4.364740806210726e-05
2025-07-07 21:46:48 - train: epoch 1, iter:20, loss: 0.2602, lr: 4.364740806210726e-05
2025-07-07 21:46:52 - train: epoch 1, iter:40, loss: 0.2325, lr: 4.364740806210726e-05
2025-07-07 21:46:52 - train: epoch 1, iter:40, loss: 0.2325, lr: 4.364740806210726e-05
2025-07-07 21:46:56 - train: epoch 1, iter:60, loss: 0.2373, lr: 4.364740806210726e-05
2025-07-07 21:46:56 - train: epoch 1, iter:60, loss: 0.2373, lr: 4.364740806210726e-05
2025-07-07 21:47:00 - train: epoch 1, iter:80, loss: 0.2452, lr: 4.364740806210726e-05
2025-07-07 21:47:00 - train: epoch 1, iter:80, loss: 0.2452, lr: 4.364740806210726e-05
2025-07-07 21:47:05 - train: epoch 1, iter:100, loss: 0.2432, lr: 4.364740806210726e-05
2025-07-07 21:47:05 - train: epoch 1, iter:100, loss: 0.2432, lr: 4.364740806210726e-05
2025-07-07 21:47:09 - train: epoch 1, iter:120, loss: 0.2525, lr: 4.364740806210726e-05
2025-07-07 21:47:09 - train: epoch 1, iter:120, loss: 0.2525, lr: 4.364740806210726e-05
2025-07-07 21:47:13 - train: epoch 1, iter:140, loss: 0.2567, lr: 4.364740806210726e-05
2025-07-07 21:47:13 - train: epoch 1, iter:140, loss: 0.2567, lr: 4.364740806210726e-05
2025-07-07 21:47:17 - train: epoch 1, iter:160, loss: 0.2603, lr: 4.364740806210726e-05
2025-07-07 21:47:17 - train: epoch 1, iter:160, loss: 0.2603, lr: 4.364740806210726e-05
2025-07-07 21:47:21 - train: epoch 1, iter:180, loss: 0.2712, lr: 4.364740806210726e-05
2025-07-07 21:47:21 - train: epoch 1, iter:180, loss: 0.2712, lr: 4.364740806210726e-05
2025-07-07 21:47:25 - train: epoch 1, iter:200, loss: 0.2694, lr: 4.364740806210726e-05
2025-07-07 21:47:25 - train: epoch 1, iter:200, loss: 0.2694, lr: 4.364740806210726e-05
2025-07-07 21:47:29 - train: epoch 1, iter:220, loss: 0.2663, lr: 4.364740806210726e-05
2025-07-07 21:47:29 - train: epoch 1, iter:220, loss: 0.2663, lr: 4.364740806210726e-05
2025-07-07 21:47:34 - val epoch: 1, loss: 0.2838, miou: 0.8091, f1_or_dsc: 0.8945, accuracy: 0.9561, specificity: 0.9786, sensitivity: 0.8730, confusion_matrix: [[13071765, 285469], [459404, 3157186]]
2025-07-07 21:47:34 - val epoch: 1, loss: 0.2838, miou: 0.8091, f1_or_dsc: 0.8945, accuracy: 0.9561, specificity: 0.9786, sensitivity: 0.8730, confusion_matrix: [[13071765, 285469], [459404, 3157186]]
2025-07-07 21:47:34 - train: epoch 2, iter:0, loss: 0.2664, lr: 4.260375170133642e-05
2025-07-07 21:47:34 - train: epoch 2, iter:0, loss: 0.2664, lr: 4.260375170133642e-05
2025-07-07 21:47:38 - train: epoch 2, iter:20, loss: 0.2663, lr: 4.260375170133642e-05
2025-07-07 21:47:38 - train: epoch 2, iter:20, loss: 0.2663, lr: 4.260375170133642e-05
2025-07-07 21:47:42 - train: epoch 2, iter:40, loss: 0.2500, lr: 4.260375170133642e-05
2025-07-07 21:47:42 - train: epoch 2, iter:40, loss: 0.2500, lr: 4.260375170133642e-05
2025-07-07 21:47:46 - train: epoch 2, iter:60, loss: 0.2408, lr: 4.260375170133642e-05
2025-07-07 21:47:46 - train: epoch 2, iter:60, loss: 0.2408, lr: 4.260375170133642e-05
2025-07-07 21:47:50 - train: epoch 2, iter:80, loss: 0.2505, lr: 4.260375170133642e-05
2025-07-07 21:47:50 - train: epoch 2, iter:80, loss: 0.2505, lr: 4.260375170133642e-05
2025-07-07 21:47:54 - train: epoch 2, iter:100, loss: 0.2461, lr: 4.260375170133642e-05
2025-07-07 21:47:54 - train: epoch 2, iter:100, loss: 0.2461, lr: 4.260375170133642e-05
2025-07-07 21:47:59 - train: epoch 2, iter:120, loss: 0.2498, lr: 4.260375170133642e-05
2025-07-07 21:47:59 - train: epoch 2, iter:120, loss: 0.2498, lr: 4.260375170133642e-05
2025-07-07 21:48:03 - train: epoch 2, iter:140, loss: 0.2540, lr: 4.260375170133642e-05
2025-07-07 21:48:03 - train: epoch 2, iter:140, loss: 0.2540, lr: 4.260375170133642e-05
2025-07-07 21:48:07 - train: epoch 2, iter:160, loss: 0.2559, lr: 4.260375170133642e-05
2025-07-07 21:48:07 - train: epoch 2, iter:160, loss: 0.2559, lr: 4.260375170133642e-05
2025-07-07 21:48:11 - train: epoch 2, iter:180, loss: 0.2588, lr: 4.260375170133642e-05
2025-07-07 21:48:11 - train: epoch 2, iter:180, loss: 0.2588, lr: 4.260375170133642e-05
2025-07-07 21:48:15 - train: epoch 2, iter:200, loss: 0.2615, lr: 4.260375170133642e-05
2025-07-07 21:48:15 - train: epoch 2, iter:200, loss: 0.2615, lr: 4.260375170133642e-05
2025-07-07 21:48:19 - train: epoch 2, iter:220, loss: 0.2612, lr: 4.260375170133642e-05
2025-07-07 21:48:19 - train: epoch 2, iter:220, loss: 0.2612, lr: 4.260375170133642e-05
2025-07-07 21:48:24 - val epoch: 2, loss: 0.2826, miou: 0.8092, f1_or_dsc: 0.8945, accuracy: 0.9561, specificity: 0.9786, sensitivity: 0.8731, confusion_matrix: [[13071641, 285593], [458982, 3157608]]
2025-07-07 21:48:24 - val epoch: 2, loss: 0.2826, miou: 0.8092, f1_or_dsc: 0.8945, accuracy: 0.9561, specificity: 0.9786, sensitivity: 0.8731, confusion_matrix: [[13071641, 285593], [458982, 3157608]]
2025-07-07 21:48:24 - train: epoch 3, iter:0, loss: 0.1901, lr: 3.957494297519759e-05
2025-07-07 21:48:24 - train: epoch 3, iter:0, loss: 0.1901, lr: 3.957494297519759e-05
2025-07-07 21:48:28 - train: epoch 3, iter:20, loss: 0.2827, lr: 3.957494297519759e-05
2025-07-07 21:48:28 - train: epoch 3, iter:20, loss: 0.2827, lr: 3.957494297519759e-05
2025-07-07 21:48:32 - train: epoch 3, iter:40, loss: 0.2758, lr: 3.957494297519759e-05
2025-07-07 21:48:32 - train: epoch 3, iter:40, loss: 0.2758, lr: 3.957494297519759e-05
2025-07-07 21:48:36 - train: epoch 3, iter:60, loss: 0.2684, lr: 3.957494297519759e-05
2025-07-07 21:48:36 - train: epoch 3, iter:60, loss: 0.2684, lr: 3.957494297519759e-05
2025-07-07 21:48:41 - train: epoch 3, iter:80, loss: 0.2588, lr: 3.957494297519759e-05
2025-07-07 21:48:41 - train: epoch 3, iter:80, loss: 0.2588, lr: 3.957494297519759e-05
2025-07-07 21:48:45 - train: epoch 3, iter:100, loss: 0.2703, lr: 3.957494297519759e-05
2025-07-07 21:48:45 - train: epoch 3, iter:100, loss: 0.2703, lr: 3.957494297519759e-05
2025-07-07 21:48:49 - train: epoch 3, iter:120, loss: 0.2690, lr: 3.957494297519759e-05
2025-07-07 21:48:49 - train: epoch 3, iter:120, loss: 0.2690, lr: 3.957494297519759e-05
2025-07-07 21:48:53 - train: epoch 3, iter:140, loss: 0.2677, lr: 3.957494297519759e-05
2025-07-07 21:48:53 - train: epoch 3, iter:140, loss: 0.2677, lr: 3.957494297519759e-05
2025-07-07 21:48:57 - train: epoch 3, iter:160, loss: 0.2619, lr: 3.957494297519759e-05
2025-07-07 21:48:57 - train: epoch 3, iter:160, loss: 0.2619, lr: 3.957494297519759e-05
2025-07-07 21:49:01 - train: epoch 3, iter:180, loss: 0.2645, lr: 3.957494297519759e-05
2025-07-07 21:49:01 - train: epoch 3, iter:180, loss: 0.2645, lr: 3.957494297519759e-05
2025-07-07 21:49:05 - train: epoch 3, iter:200, loss: 0.2624, lr: 3.957494297519759e-05
2025-07-07 21:49:05 - train: epoch 3, iter:200, loss: 0.2624, lr: 3.957494297519759e-05
2025-07-07 21:49:09 - train: epoch 3, iter:220, loss: 0.2595, lr: 3.957494297519759e-05
2025-07-07 21:49:09 - train: epoch 3, iter:220, loss: 0.2595, lr: 3.957494297519759e-05
2025-07-07 21:49:14 - val epoch: 3, loss: 0.2823, miou: 0.8090, f1_or_dsc: 0.8944, accuracy: 0.9560, specificity: 0.9783, sensitivity: 0.8738, confusion_matrix: [[13067383, 289851], [456335, 3160255]]
2025-07-07 21:49:14 - val epoch: 3, loss: 0.2823, miou: 0.8090, f1_or_dsc: 0.8944, accuracy: 0.9560, specificity: 0.9783, sensitivity: 0.8738, confusion_matrix: [[13067383, 289851], [456335, 3160255]]
2025-07-07 21:49:18 - train: epoch 1, iter:0, loss: 0.2770, lr: 4.897037737923321e-06
2025-07-07 21:49:18 - train: epoch 1, iter:0, loss: 0.2770, lr: 4.897037737923321e-06
2025-07-07 21:49:18 - train: epoch 1, iter:0, loss: 0.2770, lr: 4.897037737923321e-06
2025-07-07 21:49:22 - train: epoch 1, iter:20, loss: 0.2743, lr: 4.897037737923321e-06
2025-07-07 21:49:22 - train: epoch 1, iter:20, loss: 0.2743, lr: 4.897037737923321e-06
2025-07-07 21:49:22 - train: epoch 1, iter:20, loss: 0.2743, lr: 4.897037737923321e-06
2025-07-07 21:49:26 - train: epoch 1, iter:40, loss: 0.2772, lr: 4.897037737923321e-06
2025-07-07 21:49:26 - train: epoch 1, iter:40, loss: 0.2772, lr: 4.897037737923321e-06
2025-07-07 21:49:26 - train: epoch 1, iter:40, loss: 0.2772, lr: 4.897037737923321e-06
2025-07-07 21:49:30 - train: epoch 1, iter:60, loss: 0.2771, lr: 4.897037737923321e-06
2025-07-07 21:49:30 - train: epoch 1, iter:60, loss: 0.2771, lr: 4.897037737923321e-06
2025-07-07 21:49:30 - train: epoch 1, iter:60, loss: 0.2771, lr: 4.897037737923321e-06
2025-07-07 21:49:34 - train: epoch 1, iter:80, loss: 0.2785, lr: 4.897037737923321e-06
2025-07-07 21:49:34 - train: epoch 1, iter:80, loss: 0.2785, lr: 4.897037737923321e-06
2025-07-07 21:49:34 - train: epoch 1, iter:80, loss: 0.2785, lr: 4.897037737923321e-06
2025-07-07 21:49:38 - train: epoch 1, iter:100, loss: 0.2793, lr: 4.897037737923321e-06
2025-07-07 21:49:38 - train: epoch 1, iter:100, loss: 0.2793, lr: 4.897037737923321e-06
2025-07-07 21:49:38 - train: epoch 1, iter:100, loss: 0.2793, lr: 4.897037737923321e-06
2025-07-07 21:49:42 - train: epoch 1, iter:120, loss: 0.2803, lr: 4.897037737923321e-06
2025-07-07 21:49:42 - train: epoch 1, iter:120, loss: 0.2803, lr: 4.897037737923321e-06
2025-07-07 21:49:42 - train: epoch 1, iter:120, loss: 0.2803, lr: 4.897037737923321e-06
2025-07-07 21:49:47 - train: epoch 1, iter:140, loss: 0.2789, lr: 4.897037737923321e-06
2025-07-07 21:49:47 - train: epoch 1, iter:140, loss: 0.2789, lr: 4.897037737923321e-06
2025-07-07 21:49:47 - train: epoch 1, iter:140, loss: 0.2789, lr: 4.897037737923321e-06
2025-07-07 21:49:51 - train: epoch 1, iter:160, loss: 0.2744, lr: 4.897037737923321e-06
2025-07-07 21:49:51 - train: epoch 1, iter:160, loss: 0.2744, lr: 4.897037737923321e-06
2025-07-07 21:49:51 - train: epoch 1, iter:160, loss: 0.2744, lr: 4.897037737923321e-06
2025-07-07 21:49:55 - train: epoch 1, iter:180, loss: 0.2722, lr: 4.897037737923321e-06
2025-07-07 21:49:55 - train: epoch 1, iter:180, loss: 0.2722, lr: 4.897037737923321e-06
2025-07-07 21:49:55 - train: epoch 1, iter:180, loss: 0.2722, lr: 4.897037737923321e-06
2025-07-07 21:49:59 - train: epoch 1, iter:200, loss: 0.2695, lr: 4.897037737923321e-06
2025-07-07 21:49:59 - train: epoch 1, iter:200, loss: 0.2695, lr: 4.897037737923321e-06
2025-07-07 21:49:59 - train: epoch 1, iter:200, loss: 0.2695, lr: 4.897037737923321e-06
2025-07-07 21:50:03 - train: epoch 1, iter:220, loss: 0.2703, lr: 4.897037737923321e-06
2025-07-07 21:50:03 - train: epoch 1, iter:220, loss: 0.2703, lr: 4.897037737923321e-06
2025-07-07 21:50:03 - train: epoch 1, iter:220, loss: 0.2703, lr: 4.897037737923321e-06
2025-07-07 21:50:08 - val epoch: 1, loss: 0.2873, miou: 0.8095, f1_or_dsc: 0.8947, accuracy: 0.9561, specificity: 0.9783, sensitivity: 0.8744, confusion_matrix: [[13066898, 290336], [454102, 3162488]]
2025-07-07 21:50:08 - val epoch: 1, loss: 0.2873, miou: 0.8095, f1_or_dsc: 0.8947, accuracy: 0.9561, specificity: 0.9783, sensitivity: 0.8744, confusion_matrix: [[13066898, 290336], [454102, 3162488]]
2025-07-07 21:50:08 - val epoch: 1, loss: 0.2873, miou: 0.8095, f1_or_dsc: 0.8947, accuracy: 0.9561, specificity: 0.9783, sensitivity: 0.8744, confusion_matrix: [[13066898, 290336], [454102, 3162488]]
2025-07-07 21:50:08 - train: epoch 2, iter:0, loss: 0.5016, lr: 4.8016704364117106e-06
2025-07-07 21:50:08 - train: epoch 2, iter:0, loss: 0.5016, lr: 4.8016704364117106e-06
2025-07-07 21:50:08 - train: epoch 2, iter:0, loss: 0.5016, lr: 4.8016704364117106e-06
2025-07-07 21:50:13 - train: epoch 2, iter:20, loss: 0.2984, lr: 4.8016704364117106e-06
2025-07-07 21:50:13 - train: epoch 2, iter:20, loss: 0.2984, lr: 4.8016704364117106e-06
2025-07-07 21:50:13 - train: epoch 2, iter:20, loss: 0.2984, lr: 4.8016704364117106e-06
2025-07-07 21:50:17 - train: epoch 2, iter:40, loss: 0.2779, lr: 4.8016704364117106e-06
2025-07-07 21:50:17 - train: epoch 2, iter:40, loss: 0.2779, lr: 4.8016704364117106e-06
2025-07-07 21:50:17 - train: epoch 2, iter:40, loss: 0.2779, lr: 4.8016704364117106e-06
2025-07-07 21:50:21 - train: epoch 2, iter:60, loss: 0.2728, lr: 4.8016704364117106e-06
2025-07-07 21:50:21 - train: epoch 2, iter:60, loss: 0.2728, lr: 4.8016704364117106e-06
2025-07-07 21:50:21 - train: epoch 2, iter:60, loss: 0.2728, lr: 4.8016704364117106e-06
2025-07-07 21:50:25 - train: epoch 2, iter:80, loss: 0.2667, lr: 4.8016704364117106e-06
2025-07-07 21:50:25 - train: epoch 2, iter:80, loss: 0.2667, lr: 4.8016704364117106e-06
2025-07-07 21:50:25 - train: epoch 2, iter:80, loss: 0.2667, lr: 4.8016704364117106e-06
2025-07-07 21:50:29 - train: epoch 2, iter:100, loss: 0.2739, lr: 4.8016704364117106e-06
2025-07-07 21:50:29 - train: epoch 2, iter:100, loss: 0.2739, lr: 4.8016704364117106e-06
2025-07-07 21:50:29 - train: epoch 2, iter:100, loss: 0.2739, lr: 4.8016704364117106e-06
2025-07-07 21:50:33 - train: epoch 2, iter:120, loss: 0.2787, lr: 4.8016704364117106e-06
2025-07-07 21:50:33 - train: epoch 2, iter:120, loss: 0.2787, lr: 4.8016704364117106e-06
2025-07-07 21:50:33 - train: epoch 2, iter:120, loss: 0.2787, lr: 4.8016704364117106e-06
2025-07-07 21:50:37 - train: epoch 2, iter:140, loss: 0.2742, lr: 4.8016704364117106e-06
2025-07-07 21:50:37 - train: epoch 2, iter:140, loss: 0.2742, lr: 4.8016704364117106e-06
2025-07-07 21:50:37 - train: epoch 2, iter:140, loss: 0.2742, lr: 4.8016704364117106e-06
2025-07-07 21:50:41 - train: epoch 2, iter:160, loss: 0.2701, lr: 4.8016704364117106e-06
2025-07-07 21:50:41 - train: epoch 2, iter:160, loss: 0.2701, lr: 4.8016704364117106e-06
2025-07-07 21:50:41 - train: epoch 2, iter:160, loss: 0.2701, lr: 4.8016704364117106e-06
2025-07-07 21:50:45 - train: epoch 2, iter:180, loss: 0.2669, lr: 4.8016704364117106e-06
2025-07-07 21:50:45 - train: epoch 2, iter:180, loss: 0.2669, lr: 4.8016704364117106e-06
2025-07-07 21:50:45 - train: epoch 2, iter:180, loss: 0.2669, lr: 4.8016704364117106e-06
2025-07-07 21:50:49 - train: epoch 2, iter:200, loss: 0.2692, lr: 4.8016704364117106e-06
2025-07-07 21:50:49 - train: epoch 2, iter:200, loss: 0.2692, lr: 4.8016704364117106e-06
2025-07-07 21:50:49 - train: epoch 2, iter:200, loss: 0.2692, lr: 4.8016704364117106e-06
2025-07-07 21:50:53 - train: epoch 2, iter:220, loss: 0.2640, lr: 4.8016704364117106e-06
2025-07-07 21:50:53 - train: epoch 2, iter:220, loss: 0.2640, lr: 4.8016704364117106e-06
2025-07-07 21:50:53 - train: epoch 2, iter:220, loss: 0.2640, lr: 4.8016704364117106e-06
2025-07-07 21:50:58 - val epoch: 2, loss: 0.2868, miou: 0.8090, f1_or_dsc: 0.8944, accuracy: 0.9561, specificity: 0.9790, sensitivity: 0.8719, confusion_matrix: [[13076109, 281125], [463411, 3153179]]
2025-07-07 21:50:58 - val epoch: 2, loss: 0.2868, miou: 0.8090, f1_or_dsc: 0.8944, accuracy: 0.9561, specificity: 0.9790, sensitivity: 0.8719, confusion_matrix: [[13076109, 281125], [463411, 3153179]]
2025-07-07 21:50:58 - val epoch: 2, loss: 0.2868, miou: 0.8090, f1_or_dsc: 0.8944, accuracy: 0.9561, specificity: 0.9790, sensitivity: 0.8719, confusion_matrix: [[13076109, 281125], [463411, 3153179]]
2025-07-07 21:50:59 - train: epoch 3, iter:0, loss: 0.1607, lr: 4.524903747811895e-06
2025-07-07 21:50:59 - train: epoch 3, iter:0, loss: 0.1607, lr: 4.524903747811895e-06
2025-07-07 21:50:59 - train: epoch 3, iter:0, loss: 0.1607, lr: 4.524903747811895e-06
2025-07-07 21:51:03 - train: epoch 3, iter:20, loss: 0.2887, lr: 4.524903747811895e-06
2025-07-07 21:51:03 - train: epoch 3, iter:20, loss: 0.2887, lr: 4.524903747811895e-06
2025-07-07 21:51:03 - train: epoch 3, iter:20, loss: 0.2887, lr: 4.524903747811895e-06
2025-07-07 21:51:07 - train: epoch 3, iter:40, loss: 0.2633, lr: 4.524903747811895e-06
2025-07-07 21:51:07 - train: epoch 3, iter:40, loss: 0.2633, lr: 4.524903747811895e-06
2025-07-07 21:51:07 - train: epoch 3, iter:40, loss: 0.2633, lr: 4.524903747811895e-06
2025-07-07 21:51:11 - train: epoch 3, iter:60, loss: 0.2582, lr: 4.524903747811895e-06
2025-07-07 21:51:11 - train: epoch 3, iter:60, loss: 0.2582, lr: 4.524903747811895e-06
2025-07-07 21:51:11 - train: epoch 3, iter:60, loss: 0.2582, lr: 4.524903747811895e-06
2025-07-07 21:51:15 - train: epoch 3, iter:80, loss: 0.2583, lr: 4.524903747811895e-06
2025-07-07 21:51:15 - train: epoch 3, iter:80, loss: 0.2583, lr: 4.524903747811895e-06
2025-07-07 21:51:15 - train: epoch 3, iter:80, loss: 0.2583, lr: 4.524903747811895e-06
2025-07-07 21:51:19 - train: epoch 3, iter:100, loss: 0.2579, lr: 4.524903747811895e-06
2025-07-07 21:51:19 - train: epoch 3, iter:100, loss: 0.2579, lr: 4.524903747811895e-06
2025-07-07 21:51:19 - train: epoch 3, iter:100, loss: 0.2579, lr: 4.524903747811895e-06
2025-07-07 21:51:23 - train: epoch 3, iter:120, loss: 0.2608, lr: 4.524903747811895e-06
2025-07-07 21:51:23 - train: epoch 3, iter:120, loss: 0.2608, lr: 4.524903747811895e-06
2025-07-07 21:51:23 - train: epoch 3, iter:120, loss: 0.2608, lr: 4.524903747811895e-06
2025-07-07 21:51:27 - train: epoch 3, iter:140, loss: 0.2655, lr: 4.524903747811895e-06
2025-07-07 21:51:27 - train: epoch 3, iter:140, loss: 0.2655, lr: 4.524903747811895e-06
2025-07-07 21:51:27 - train: epoch 3, iter:140, loss: 0.2655, lr: 4.524903747811895e-06
2025-07-07 21:51:31 - train: epoch 3, iter:160, loss: 0.2680, lr: 4.524903747811895e-06
2025-07-07 21:51:31 - train: epoch 3, iter:160, loss: 0.2680, lr: 4.524903747811895e-06
2025-07-07 21:51:31 - train: epoch 3, iter:160, loss: 0.2680, lr: 4.524903747811895e-06
2025-07-07 21:51:35 - train: epoch 3, iter:180, loss: 0.2671, lr: 4.524903747811895e-06
2025-07-07 21:51:35 - train: epoch 3, iter:180, loss: 0.2671, lr: 4.524903747811895e-06
2025-07-07 21:51:35 - train: epoch 3, iter:180, loss: 0.2671, lr: 4.524903747811895e-06
2025-07-07 21:51:39 - train: epoch 3, iter:200, loss: 0.2655, lr: 4.524903747811895e-06
2025-07-07 21:51:39 - train: epoch 3, iter:200, loss: 0.2655, lr: 4.524903747811895e-06
2025-07-07 21:51:39 - train: epoch 3, iter:200, loss: 0.2655, lr: 4.524903747811895e-06
2025-07-07 21:51:44 - train: epoch 3, iter:220, loss: 0.2663, lr: 4.524903747811895e-06
2025-07-07 21:51:44 - train: epoch 3, iter:220, loss: 0.2663, lr: 4.524903747811895e-06
2025-07-07 21:51:44 - train: epoch 3, iter:220, loss: 0.2663, lr: 4.524903747811895e-06
2025-07-07 21:51:49 - val epoch: 3, loss: 0.2857, miou: 0.8091, f1_or_dsc: 0.8945, accuracy: 0.9561, specificity: 0.9788, sensitivity: 0.8726, confusion_matrix: [[13073440, 283794], [460699, 3155891]]
2025-07-07 21:51:49 - val epoch: 3, loss: 0.2857, miou: 0.8091, f1_or_dsc: 0.8945, accuracy: 0.9561, specificity: 0.9788, sensitivity: 0.8726, confusion_matrix: [[13073440, 283794], [460699, 3155891]]
2025-07-07 21:51:49 - val epoch: 3, loss: 0.2857, miou: 0.8091, f1_or_dsc: 0.8945, accuracy: 0.9561, specificity: 0.9788, sensitivity: 0.8726, confusion_matrix: [[13073440, 283794], [460699, 3155891]]
2025-07-07 21:51:53 - train: epoch 1, iter:0, loss: 0.1848, lr: 2.735313761125511e-05
2025-07-07 21:51:53 - train: epoch 1, iter:0, loss: 0.1848, lr: 2.735313761125511e-05
2025-07-07 21:51:53 - train: epoch 1, iter:0, loss: 0.1848, lr: 2.735313761125511e-05
2025-07-07 21:51:53 - train: epoch 1, iter:0, loss: 0.1848, lr: 2.735313761125511e-05
2025-07-07 21:51:57 - train: epoch 1, iter:20, loss: 0.2515, lr: 2.735313761125511e-05
2025-07-07 21:51:57 - train: epoch 1, iter:20, loss: 0.2515, lr: 2.735313761125511e-05
2025-07-07 21:51:57 - train: epoch 1, iter:20, loss: 0.2515, lr: 2.735313761125511e-05
2025-07-07 21:51:57 - train: epoch 1, iter:20, loss: 0.2515, lr: 2.735313761125511e-05
2025-07-07 21:52:01 - train: epoch 1, iter:40, loss: 0.3042, lr: 2.735313761125511e-05
2025-07-07 21:52:01 - train: epoch 1, iter:40, loss: 0.3042, lr: 2.735313761125511e-05
2025-07-07 21:52:01 - train: epoch 1, iter:40, loss: 0.3042, lr: 2.735313761125511e-05
2025-07-07 21:52:01 - train: epoch 1, iter:40, loss: 0.3042, lr: 2.735313761125511e-05
2025-07-07 21:52:05 - train: epoch 1, iter:60, loss: 0.3047, lr: 2.735313761125511e-05
2025-07-07 21:52:05 - train: epoch 1, iter:60, loss: 0.3047, lr: 2.735313761125511e-05
